"Block",5400,SATAII,3,9.0
"Block",7200,SATAII,3,9.0
"Block",10000,SAS,3,3.8
"Block",15000,SAS,3,3.8
"Block",10000,Fibre Channel,4,4.0
"Block",15000,Fibre Channel,4,4.0
