"Block",".*","RAID5","Extreme Performance","3"
"Block",".*","RAID6","Extreme Performance","3"
"Block",".*","RAID10","Extreme Performance","3"
"Block",".*","RAID5","Performance","2"
"Block",".*","RAID6","Performance","2"
"Block",".*","RAID10","Performance","2"
"Block",".*","RAID5","Capacity","1"
"Block",".*","RAID6","Capacity","1"
"Block",".*","RAID10","Capacity","1"
"Block","**","**","**","1"
