CX300.*,60,64
CX500.*,120,128
CX700.*,240,256
CX3-10.*,60,64
CX3-20.*,120,128
CX3-40.*,240,128
CX3-80.*,480,256
CX4-120.*,120,128
CX4-240.*,240,256
CX4-480.*,480,256
CX4-960.*,960,512
VNX5100.*,75,512
VNX5300.*,125,2048
VNX5500.*,250,4096
VNX5700.*,500,4096
VNX7500.*,1000,8192
VNX5200.*,125,1024
VNX5400.*,250,1024
VNX5600.*,500,2048
VNX5800.*,750,4096
VNX7600.*,1000,4096
VNX8000.*,1500,8192
